NumFacture,count
22400506,1
22400507,1
22400508,1
22400509,1
22400510,1
22400511,4
22400512,3
22400513,2
22400514,2
22400515,1
22400516,1
22400517,1
22400518,1
22400519,2
22400520,1
22400521,1
22400522,3
22400523,1
22400524,1
22400525,1
22400526,2
22400527,2
22400528,1
22400529,1
22400530,1
22400531,2
22400532,2
22400533,1
22400534,1
22400535,1
22400536,2
22400537,2
22400538,2
22400539,3
22400540,1
22400541,1
22400542,1
22400543,1
22400544,1
22400545,1
22400546,1
22400547,1
22400548,1
22400549,1
22400550,1
22400551,1
22400552,1
22400553,1
22400554,1
22400555,1
22400556,1
22400557,1
22400558,1
22400559,9
22400560,1
22400561,2
22400562,1
22400563,2
22400564,12
22400565,1
22400566,1
22400567,3
22400568,1
22400569,1
22400570,1
22400571,1
22400572,1
22400573,2
22400574,1
22400575,1
22400576,1
22400577,1
22400578,4
22400579,1
22400580,1
22400581,3
22400582,3
22400583,2
22400584,7
22400585,1
22400586,1
22400587,11
22400588,3
22400589,1
22400590,2
22400591,2
22400592,2
22400593,2
22400594,4
22400595,4
22400596,1
22400597,1
22400598,1
22400599,6
22400600,7
22400601,1
22400602,6
22400603,5
22400604,1
22400605,1
22400606,1
22400607,2
22400608,1
22400609,1
22400610,8
22400611,1
22400612,1
22400613,1
22400614,1
22400615,3
22400616,1
22400617,1
22400618,1
22400619,1
22400620,1
22400621,1
22400622,2
22400623,1
22400624,1
22400625,1
22400626,1
22400627,1
22400628,1
22400629,1
22400630,1
22400631,2
22400632,1
22400633,2
22400634,3
22400635,1
22400636,1
22400637,2
22400638,1
22400639,1
22400640,2
22400641,2
22400642,4
22400643,2
22400644,1
22400645,3
22400646,1
22400647,5
22400648,1
22400649,1
22400650,3
22400651,1
22400652,1
22400653,1
22400654,1
22400655,2
22400656,1
22400657,3
22400658,1
22400659,1
22400660,4
22400661,1
22400662,3
22400663,1
22400664,1
22400665,2
22400666,1
22400667,1
22400668,1
22400669,1
22400670,2
22400671,1
22400672,1
22400673,1
22400674,1
22400675,1
22400676,1
22400677,1
22400678,8
22400679,4
22400680,5
22400681,6
22400682,5
22400683,5
22400684,2
22400685,1
22400686,1
22400687,1
22400688,1
22400689,1
22400690,1
22400691,2
22400692,1
22400693,1
22400694,2
22400695,1
22400696,1
22400697,2
22400698,2
22400699,1
22400700,1
22400701,1
22400702,2
22400703,2
22400704,1
22400705,1
22400706,1
22400707,4
22400708,3
22400709,2
22400710,1
22400711,1
22400712,1
22400713,1
22400714,1
22400715,1
22400716,1
22400718,1
22400719,1
22400720,1
22400721,1
22400722,1
22400723,1
22400724,3
22400725,2
22400726,1
22400727,1
22400728,5
22400729,1
22400730,1
22400731,1
22400732,1
22400733,1
22400734,2
22400735,55
22400736,2
22400737,15
22400738,22
22400739,83
22400740,22
22400741,9
22400742,2
22400743,59
22400744,3
22400745,30
22400746,10
22400747,6
22400748,2
22400749,23
22400750,9
22400751,5
22400752,2
22400753,2
22400754,1
22400755,20
22400756,964
22400757,241
22400758,1
22400759,1
22400760,2
22400761,2
22400762,2
22400763,2
22400764,2
22400765,2
22400766,2
22400767,2
22400768,2
22400769,2
22400770,2
22400771,1
22400772,2
22400773,2
22400774,2
22400775,2
22400776,2
22400777,2
22400778,2
22400779,2
22400780,2
22400781,2
22400782,2
22400783,2
22400784,2
22400785,1
22400786,2
22400787,2
22400788,1
22400789,2
22400790,1
22400791,2
22400792,2
22400793,1
22400794,2
22400795,2
22400796,1
22400797,1
22400798,2
22400799,2
22400800,2
22400801,2
22400802,2
22400803,2
22400804,2
22400805,2
22400806,2
22400807,2
22400808,1
22400809,2
22400810,2
22400811,2
22400812,2
22400813,2
22400814,2
22400815,1
22400816,2
22400817,2
22400818,1
22400819,1
22400820,1
22400821,1
22400822,1
22400823,2
22400824,2
22400825,2
22400826,2
22400827,2
22400828,1
22400829,2
22400830,2
22400831,2
22400832,2
22400833,1
22400834,1
22400835,2
22400836,2
22400837,1
22400838,2
22400839,1
22400840,2
22400841,1
22400842,2
22400843,2
22400844,1
22400845,1
22400846,2
22400847,2
22400848,2
22400849,1
22400850,2
22400851,2
22400852,2
22400853,2
22400854,1
22400855,2
22400856,1
22400857,2
22400858,1
22400859,1
22400860,2
22400861,2
22400862,2
22400863,2
22400864,2
22400865,2
22400866,2
22400867,1
22400868,2
22400869,1
22400870,2
22400871,1
22400872,2
22400873,2
22400874,1
22400875,1
22400876,2
22400877,2
22400878,2
22400879,2
22400880,2
22400881,2
22400882,2
22400883,1
22400884,2
22400885,2
22400886,1
22400887,1
22400888,2
22400889,2
22400890,2
22400891,2
22400892,1
22400893,2
22400894,2
22400895,1
22400896,2
22400897,2
22400898,2
22400899,1
22400900,1
22400901,1
22400902,1
22400903,1
22400904,1
22400905,1
22400906,1
22400907,1
22400908,1
22400909,1
22400910,1
22400911,1
22400912,1
22400913,1
22400914,1
22400915,1
22400916,1
22400917,2
22400918,2
22400919,2
22400920,2
22400921,1
22400922,1
22400923,1
22400924,1
22400925,1
22400926,1
22400927,1
22400928,1
22400929,1
22400930,1
22400931,1
22400932,1
22400933,1
22400934,1
22400935,1
22400936,1
22400937,1
22400938,1
22400939,1
22400940,1
22400941,1
22400942,1
22400943,1
22400944,1
22400945,1
22400946,1
22400947,2
22400948,2
22400949,1
22400950,1
22400951,1
22400952,1
22400953,2
22400954,2
22400955,2
22400956,1
22400957,2
22400958,1
22400959,1
22400960,1
22400961,1
22400962,1
22400963,1
22400964,1
22400965,1
22400966,1
22400967,1
22400968,1
22400969,1
22400970,1
22400971,1
22400972,1
22400973,1
22400974,1
22400975,1
22400976,1
22400977,1
22400978,1
22400979,1
22400980,1
22400981,1
22400982,1
22400983,1
22400984,1
22400985,1
22400986,1
22400987,1
22400988,1
22400989,1
22400990,1
22400991,1
22400992,1
22400993,1
22400994,1
22400995,1
22400996,1
22400997,1
22400998,1
22400999,1
22401000,1
22401001,1
22401002,1
22401003,1
22401004,1
22401005,1
22401006,1
22401007,1
22401008,4
22401009,5
22401010,1
22401011,5
22401012,1
22401013,1
22401014,6
22401015,2
22401016,1
22401017,1
22401018,1
22401019,1
22401020,2
22401021,1
22401022,1
22401023,1
22401024,1
22401025,1
22401026,1
22401027,1
22401028,1
22401029,1
22401030,1
22401031,1
22401032,1
22401033,1
22401034,1
22401035,1
22401036,3
22401037,4
22401038,1
22401039,1
22401040,2
22401041,1
22401042,2
22401043,2
22401044,2
22401045,1
22401046,2
22401047,1
22401048,4
22401049,1
22401050,1
22401051,1
22401052,2
22401053,1
22401054,1
22401055,1
22401056,1
22401057,1
22401058,1
22401059,2
22401060,2
22401061,4
22401062,1
22401063,2
22401064,1
22401065,2
22401066,5
22401067,5
22401068,4
22401069,4
22401070,4
22401071,4
22401072,1
22401073,1
22401074,1
22401075,1
22401076,1
22401077,1
22401078,2
22401079,1
22401080,1
22401081,2
22401082,1
22401083,1
22401084,1
22401085,1
22401086,2
22401087,2
22401088,1
22401089,2
22401090,1
22401091,1
22401092,1
22401093,1
22401094,1
22401095,3
22401096,3
22401097,1
22401098,1
22401099,1
22401100,1
22401101,1
22401102,2
22401103,1
22401104,1
22401105,1
22401106,1
22401107,1
22401108,1
22401109,1
22401110,1
22401111,2
22401112,1
22401113,1
22401114,1
22401115,1
22401116,1
22401117,1
22401118,1
22401119,1
22401120,2
22401121,1
22401122,1
22401123,1
22401124,1
22401125,1
22401126,1
22401127,1
22401128,1
22401129,5
22401130,1
22401131,1
22401132,2
22401133,2
22401134,1
22401135,1
22401136,1
22401137,1
22401138,1
22401139,1
22401140,1
22401141,1
22401142,10
22401143,1
22401144,1
22401145,12
22401146,2
22401147,1
22401148,3
22401149,1
22401150,1
22401151,1
22401152,1
22401153,1
22401154,3
22401155,2
22401156,1
22401157,3
22401158,2
22401159,2
22401160,9
22401161,1
22401162,1
22401163,1
22401164,1
22401165,1
22401166,1
22401167,2
22401168,6
22401169,1
22401170,8
22401171,2
22401172,1
22401173,4
22401174,1
22401175,3
22401176,1
22401177,4
22401178,1
22401179,4
22401180,2
22401181,1
22401182,2
22401183,2
22401184,2
22401185,1
22401186,2
22401187,2
22401188,2
22401189,2
22401190,2
22401191,2
22401192,2
22401193,2
22401194,1
22401195,2
22401196,2
22401197,2
22401198,2
22401199,2
22401200,2
22401201,2
22401202,2
22401203,2
22401204,2
22401205,2
22401206,2
22401207,1
22401208,2
22401209,2
22401210,1
22401211,2
22401212,2
22401213,2
22401214,2
22401215,2
22401216,2
22401217,1
22401218,2
22401219,1
22401220,2
22401221,1
22401222,2
22401223,2
22401224,2
22401225,2
22401226,2
22401227,2
22401228,2
22401229,2
22401230,2
22401231,2
22401232,2
22401233,2
22401234,2
22401235,1
22401236,2
22401237,1
22401238,1
22401239,2
22401240,2
22401241,2
22401242,2
22401243,2
22401244,2
22401245,2
22401246,1
22401247,1
22401248,2
22401249,2
22401250,1
22401251,2
22401252,1
22401253,2
22401254,1
22401255,2
22401256,1
22401257,2
22401258,1
22401259,2
22401260,1
22401261,2
22401262,1
22401263,1
22401264,2
22401265,2
22401266,2
22401267,2
22401268,2
22401269,2
22401270,2
22401271,2
22401272,2
22401273,2
22401274,2
22401275,2
22401276,2
22401277,2
22401278,1
22401279,2
22401280,2
22401281,2
22401282,2
22401283,2
22401284,2
22401285,1
22401286,2
22401287,1
22401288,2
22401289,2
22401290,2
22401291,2
22401292,2
22401293,2
22401294,2
22401295,2
22401296,1
22401297,1
22401298,1
22401299,1
22401300,1
22401301,1
22401302,1
22401303,1
22401304,1
22401305,1
22401306,1
22401307,1
22401308,1
22401309,2
22401310,1
22401311,1
22401312,1
22401313,1
22401314,1
22401315,1
22401316,1
22401317,1
22401318,1
22401319,1
22401320,1
22401321,1
22401322,1
22401323,1
22401324,1
22401325,1
22401326,1
22401327,1
22401328,1
22401329,1
22401330,1
22401331,1
22401332,1
22401333,1
22401334,1
22401335,2
22401336,1
22401337,1
22401338,2
22401339,2
22401340,1
22401341,1
22401342,1
22401343,1
22401344,1
22401345,1
22401346,2
22401347,1
22401348,1
22401349,1
22401350,1
22401351,1
22401352,2
22401353,1
22401354,1
22401355,1
22401356,1
22401357,1
22401358,1
22401359,1
22401360,1
22401361,1
22401362,1
22401363,1
22401364,1
22401365,1
22401366,1
22401367,1
22401368,1
22401369,2
22401370,1
22401371,1
22401372,1
22401373,1
22401374,1
22401375,1
22401376,1
22401377,1
22401378,1
22401379,1
22401380,1
22401381,1
22401382,2
22401383,2
22401384,1
22401385,2
22401386,1
22401387,2
22401388,2
22401389,2
22401390,1
22401391,2
22401392,2
22401393,2
22401394,2
22401395,1
22401396,1
22401397,2
22401398,2
22401399,1
22401400,2
22401401,2
22401402,2
22401403,2
22401404,1
22401405,2
22401406,2
22401407,1
22401408,2
22401409,1
22401410,2
22401411,1
22401412,2
22401413,2
22401414,1
22401415,2
22401416,1
22401417,2
22401418,2
22401419,1
22401420,2
22401421,2
22401422,1
22401423,2
22401424,2
22401425,1
22401426,2
22401427,1
22401428,1
22401429,1
22401430,1
22401431,1
22401432,1
22401433,1
22401434,1
22401435,1
22401436,1
22401437,1
22401438,1
22401439,1
22401440,1
22401441,1
22401442,1
22401443,1
22401444,1
22401445,1
22401446,1
22401447,1
22401448,1
22401449,33
22401450,30
22401451,2
22401452,5
22401453,20
22401454,93
22401455,15
22401456,11
22401457,3
22401458,4
22401459,54
22401460,21
22401461,10
22401462,7
22401463,6
22401464,8
22401465,15
22401466,11
22401467,14
22401468,6
22401469,12
22401470,11
22401471,2
22401472,19
22401473,8
22401474,5
22401475,12
22401476,12
22401477,2
22401478,2
22401479,2
22401480,2
22401481,1
22401482,2
22401483,2
22401484,1
22401485,2
22401486,2
22401487,2
22401488,2
22401489,1
22401490,2
22401491,1
22401492,2
22401493,1
22401494,1
22401495,2
22401496,2
22401497,1
22401498,2
22401499,1
22401500,1
22401501,1
22401502,1
22401503,1
22401504,1
22401505,1
22401506,1
22401507,1
22401508,1
22401509,1
22401510,1
22401511,1
22401512,1
22401513,1
22401514,1
22401515,1
22401516,1
22401517,1
22401518,1
22401519,1
22401520,1
22401521,36
22401522,9
22401523,6
22401524,26
22401525,4
22401526,22
22401527,3
22401528,2
22401529,3
22401530,5
22401531,2
22401532,1
22401533,1
22401534,8
22401535,12
22401536,5
22401537,6
22401538,1
22401539,1
22401540,13
22401541,3
22401542,5
22401543,1
22401544,2
22401545,4
22401546,1
22401547,1
22401548,2
22401549,1
22401550,1
22401551,1
22401552,2
22401553,1
22401554,1
22401555,16
22401556,1
22401557,2
22401558,3
22401559,5
22401560,2
22401561,3
22401562,1
22401563,1
22401564,2
22401565,2
22401566,2
22401567,2
22401568,1
22401569,1
22401570,1
22401571,1
22401572,1
22401573,1
22401574,1
22401575,1
22401576,1
22401577,1
22401578,1
22401579,1
22401580,3
22401581,2
22401582,2
22401583,1
22401584,1
22401585,1
22401586,2
22401587,1
22401588,1
22401589,1
22401590,1
22401591,2
22401592,2
22401593,1
22401594,1
22401595,1
22401596,1
22401597,2
22401598,4
22401599,3
22401600,1
22401601,1
22401602,1
22401603,2
22401604,2
22401605,2
22401606,3
22401607,3
22401608,2
22401609,2
22401610,2
22401611,2
22401612,2
22401613,1
22401614,1
22401615,1
22401616,1
22401617,1
22401618,1
22401619,1
22401620,1
22401621,1
22401622,1
22401623,1
22401624,1
22401625,1
22401626,1
22401627,1
22401628,1
22401629,3
22401630,9
22401631,10
22401632,12
22401633,3
22401634,1
22401635,1
22401636,1
22401637,1
22401638,1
22401639,1
22401640,1
22401641,1
22401642,1
22401643,1
22401644,1
22401645,1
22401646,1
22401647,1
22401648,1
22401649,1
22401650,1
22401651,1
22401652,1
22401653,1
22401654,1
22401655,1
22401656,1
22401657,1
22401658,1
22401659,1
22401660,1
22401661,1
22401662,1
22401663,1
22401664,1
22401665,1
22401666,1
22401667,1
22401668,1
22401669,1
22401670,1
22401671,1
22401672,1
22401673,1
22401674,10
22401675,2
22401676,4
22401677,1
22401678,1
22401679,2
22401680,1
22401681,2
22401682,7
22401683,1
22401684,1
22401685,1
22401686,1
22401687,2
22401688,1
22401689,1
22401690,3
22401691,1
22401692,2
22401693,2
22401694,1
22401695,9
22401696,3
22401697,1
22401698,1
22401699,1
22401700,2
22401701,1
22401702,1
22401703,4
22401704,3
22401705,1
22401706,5
22401707,5
22401708,1
22401709,6
22401710,4
22401711,1
22401712,1
22401713,1
22401714,1
22401715,6
22401716,1
22401717,1
22401718,1
22401719,1
22401720,1
22401721,1
22401722,1
22401723,1
22401724,1
22401725,1
22401726,3
22401727,1
22401728,1
22401729,1
22401730,4
22401731,3
22401732,1
22401733,1
22401734,1
22401735,1
22401736,2
22401737,4
22401738,2
22401739,1
22401740,1
22401741,1
22401742,1
22401743,2
22401744,4
22401745,3
22401746,1
22401747,1
22401748,1
22401749,1
22401750,1
22401751,1
22401752,1
22401753,1
22401754,1
22401755,1
22401756,1
22401757,1
22401758,1
22401759,1
22401760,1
22401761,1
22401762,4
22401763,1
22401764,1
22401765,1
22401766,1
22401767,1
22401768,1
22401769,1
22401770,1
22401771,1
22401772,1
22401773,1
22401774,2
22401775,1
22401776,1
22401777,1
22401778,1
22401779,1
22401780,1
22401781,1
22401782,7
22401783,4
22401784,1
22401785,5
22401786,5
22401787,4
22401788,5
22401789,1
22401790,1
22401791,1
22401792,1
22401793,1
22401794,1
22401795,1
22401796,2
22401797,1
22401798,5
22401799,2
22401800,1
22401801,1
22401802,2
22401803,1
22401804,2
22401805,1
22401806,1
22401807,1
22401808,1
22401809,3
22401810,1
22401811,1
22401812,1
22401813,1
22401814,1
22401815,1
22401816,4
22401817,2
22401818,2
22401819,1
22401820,1
22401821,1
22401822,1
22401823,1
22401824,2
22401825,1
22401826,1
22401827,1
22401828,3
22401829,1
22401830,2
22401831,1
22401832,1
22401833,2
22401834,1
22401835,2
22401836,1
22401837,1
22401838,1
22401839,1
22401840,1
22401841,1
22401842,1
22401843,2
22401844,2
22401845,1
22401846,1
22401847,2
22401848,10
22401849,2
22401850,1
22401851,1
22401852,2
22401853,2
22401854,1
22401855,2
22401856,2
22401857,2
22401858,2
22401859,2
22401860,2
22401861,1
22401862,2
22401863,2
22401864,2
22401865,1
22401866,2
22401867,2
22401868,2
22401869,2
22401870,1
22401871,2
22401872,2
22401873,2
22401874,2
22401875,2
22401876,2
22401877,1
22401878,2
22401879,2
22401880,2
22401881,1
22401882,2
22401883,2
22401884,2
22401885,2
22401886,2
22401887,2
22401888,2
22401889,1
22401890,1
22401891,2
22401892,2
22401893,2
22401894,2
22401895,2
22401896,2
22401897,2
22401898,2
22401899,1
22401900,2
22401901,2
22401902,1
22401903,2
22401904,2
22401905,1
22401906,2
22401907,2
22401908,2
22401909,2
22401910,2
22401911,1
22401912,1
22401913,1
22401914,1
22401915,1
22401916,1
22401917,2
22401918,2
22401919,2
22401920,2
22401921,2
22401922,2
22401923,2
22401924,2
22401925,2
22401926,1
22401927,2
22401928,2
22401929,2
22401930,1
22401931,2
22401932,1
22401933,2
22401934,1
22401935,2
22401936,2
22401937,1
22401938,2
22401939,1
22401940,2
22401941,2
22401942,2
22401943,2
22401944,2
22401945,2
22401946,1
22401947,2
22401948,2
22401949,1
22401950,2
22401951,1
22401952,1
22401953,2
22401954,2
22401955,2
22401956,2
22401957,1
22401958,2
22401959,2
22401960,2
22401961,2
22401962,1
22401963,2
22401964,2
22401965,2
22401966,1
22401967,2
22401968,1
22401969,1
22401970,2
22401971,1
22401972,2
22401973,2
22401974,2
22401975,2
22401976,2
22401977,1
22401978,2
22401979,1
22401980,1
22401981,1
22401982,1
22401983,1
22401984,1
22401985,1
22401986,1
22401987,1
22401988,1
22401989,1
22401990,1
22401991,1
22401992,1
22401993,1
22401994,2
22401995,1
22401996,1
22401997,1
22401998,1
22401999,1
22402000,1
22402001,1
22402002,1
22402003,1
22402004,1
22402005,1
22402006,1
22402007,1
22402008,1
22402009,1
22402010,1
22402011,1
22402012,1
22402013,1
22402014,1
22402015,1
22402016,1
22402017,1
22402018,2
22402019,1
22402020,1
22402021,1
22402022,2
22402023,2
22402024,2
22402025,2
22402026,2
22402027,2
22402028,2
22402029,2
22402030,2
22402031,2
22402032,2
22402033,2
22402034,2
22402035,2
22402036,2
22402037,1
22402038,2
22402039,2
22402040,2
22402041,2
22402042,2
22402043,2
22402044,1
22402045,2
22402046,2
22402047,1
22402048,2
22402049,1
22402050,2
22402051,1
22402052,2
22402053,2
22402054,2
22402055,2
22402056,2
22402057,1
22402058,2
22402059,2
22402060,2
22402061,2
22402062,2
22402063,2
22402064,2
22402065,1
22402066,1
22402067,2
22402068,2
22402069,2
22402070,2
22402071,1
22402072,1
22402073,2
22402074,1
22402075,2
22402076,1
22402077,2
22402078,1
22402079,2
22402080,1
22402081,2
22402082,2
22402083,1
22402084,2
22402085,2
22402086,2
22402087,2
22402088,2
22402089,1
22402090,1
22402091,2
22402092,2
22402093,2
22402094,2
22402095,1
22402096,2
22402097,2
22402098,2
22402099,2
22402100,1
22402101,1
22402102,2
22402103,2
22402104,2
22402105,2
22402106,2
22402107,1
22402108,2
22402109,1
22402110,2
22402111,2
22402112,2
22402113,2
22402114,2
22402115,2
22402116,1
22402117,1
22402118,1
22402119,1
22402120,1
22402121,1
22402122,1
22402123,1
22402124,1
22402125,1
22402126,1
22402127,1
22402128,1
22402129,1
22402130,1
22402131,1
22402132,1
22402133,1
22402134,1
22402135,1
22402136,1
22402137,1
22402138,1
22402139,1
22402140,1
22402141,1
22402142,1
22402143,1
22402144,1
22402145,1
22402146,1
22402147,1
22402148,1
22402149,1
22402150,1
22402151,2
22402152,2
22402153,2
22402154,2
22402155,1
22402156,1
22402157,1
22402158,1
22402159,1
22402160,1
22402161,1
22402162,1
22402163,2
22402164,1
22402165,1
22402166,1
22402167,1
22402168,1
22402169,1
22402170,2
22402171,1
22402172,1
22402173,1
22402174,1
22402175,1
22402176,1
22402177,1
22402178,1
22402179,1
22402180,1
22402181,1
22402182,1
22402183,1
22402184,1
22402185,1
22402186,1
22402187,2
22402188,1
22402189,1
22402190,1
22402191,1
22402192,1
22402193,1
22402194,1
22402195,1
22402196,1
22402197,1
22402198,1
22402199,1
22402200,2
22402201,1
22402202,2
22402203,2
22402204,2
22402205,2
22402206,1
22402207,2
22402208,2
22402209,2
22402210,2
22402211,1
22402212,1
22402213,1
22402214,2
22402215,1
22402216,2
22402217,2
22402218,1
22402219,2
22402220,2
22402221,2
22402222,2
22402223,2
22402224,1
22402225,2
22402226,2
22402227,2
22402228,1
22402229,2
22402230,2
22402231,1
22402232,2
22402233,1
22402234,2
22402235,2
22402236,1
22402237,2
22402238,2
22402239,2
22402240,2
22402241,2
22402242,2
22402243,1
22402244,2
22402245,2
22402246,2
22402247,2
22402248,2
22402249,1
22402250,2
22402251,2
22402252,1
22402253,1
22402254,1
22402255,1
22402256,1
22402257,1
22402258,1
22402259,1
22402260,1
22402261,1
22402262,1
22402263,1
22402264,1
22402265,1
22402266,1
22402267,1
22402268,1
22402269,2
22402270,1
22402271,1
22402272,1
22402273,1
22402274,1
22402275,1
22402276,1
22402277,1
22402278,1
22402279,1
22402280,1
22402281,1
22402282,1
22402283,1
22402284,1
22402285,1
22402286,1
22402287,1
22402288,1
22402289,1
22402290,1
22402291,1
22402292,1
22402293,1
22402294,1
22402295,1
22402296,1
22402297,1
22402298,1
22402299,1
22402300,1
22402301,1
22402302,1
22402303,1
22402304,1
22402305,1
22402306,1
22402307,1
22402308,1
22402309,1
22402310,6
22402311,2
22402312,2
22402313,2
22402314,2
22402315,2
22402316,2
22402317,2
22402318,2
22402319,1
22402320,2
22402321,2
22402322,2
22402323,2
22402324,2
22402325,1
22402326,2
22402327,2
22402328,2
22402329,2
22402330,1
22402331,1
22402332,2
22402333,1
22402334,2
22402335,2
22402336,1
22402337,2
22402338,2
22402339,2
22402340,1
22402341,2
22402342,1
22402343,1
22402344,2
22402345,2
22402346,2
22402347,2
22402348,2
22402349,1
22402350,2
22402351,1
22402352,1
22402353,2
22402354,2
22402355,1
22402356,2
22402357,2
22402358,2
22402359,1
22402360,2
22402361,2
22402362,2
22402363,2
22402364,2
22402365,2
22402366,2
22402367,2
22402368,1
22402369,2
22402370,2
22402371,1
22402372,2
22402373,2
22402374,2
22402375,1
22402376,1
22402377,1
22402378,1
22402379,1
22402380,1
22402381,1
22402382,1
22402383,1
22402384,1
22402385,1
22402386,1
22402387,1
22402388,1
22402389,1
22402390,1
22402391,1
22402392,1
22402393,1
22402394,1
22402395,1
22402396,2
22402397,2
22402398,1
22402399,1
22402400,1
22402401,1
22402402,1
22402403,1
22402404,1
22402405,1
22402406,1
22402407,1
22402408,1
22402409,1
22402410,2
22402411,2
22402412,2
22402413,2
22402414,1
22402415,2
22402416,2
22402417,2
22402418,1
22402419,1
22402420,2
22402421,1
22402422,7
22402423,4
22402424,1
22402425,1
22402426,1
22402427,1
22402428,1
22402429,1
22402430,1
22402431,1
22402432,1
22402433,1
22402434,1
22402435,6
22402436,57
22402437,43
22402438,3
22402439,40
22402440,43
22402441,18
22402442,6
22402443,18
22402444,7
22402445,2
22402446,9
22402447,1
22402448,1
22402449,7
22402450,1
22402451,5
22402452,16
22402453,14
22402454,15
22402455,5
22402456,10
22402457,10
22402458,2
22402459,21
22402460,6
22402461,5
22402462,12
22402463,10
22402464,4
22402465,1
22402466,1
22402467,1
22402468,1
22402469,1
22402470,1
22402471,7
22402472,1
22402473,1
22402474,2
22402475,4
22402476,13
22402477,2
22402478,2
22402479,2
22402480,1
22402481,2
22402482,1
22402483,2
22402484,1
22402485,1
22402486,1
22402487,5
22402488,1
22402489,4
22402490,3
22402491,2
22402492,8
22402493,1
22402494,1
22402495,9
22402496,1
22402497,2
22402498,1
22402499,1
22402500,1
22402501,3
22402502,1
22402503,1
22402504,1
22402505,2
22402506,4
22402507,1
22402508,1
22402509,4
22402510,1
22402511,1
22402512,2
22402513,1
22402514,6
22402515,6
22402516,1
22402517,6
22402518,1
22402519,1
22402520,1
22402521,1
22402522,1
22402523,1
22402524,7
22402525,2
22402526,1
22402527,1
22402528,1
22402529,3
22402530,1
22402531,1
22402532,2
22402533,2
22402534,1
22402535,1
22402536,2
22402537,2
22402538,1
22402539,1
22402540,1
22402541,2
22402542,1
22402543,5
22402544,3
22402545,1
22402546,1
22402547,1
22402548,1
22402549,1
22402550,3
22402551,2
22402552,1
22402553,1
22402554,2
22402555,1
22402556,1
22402557,4
22402558,1
22402559,6
22402560,4
22402561,1
22402562,1
22402563,1
22402564,2
22402565,1
22402566,1
22402567,3
22402568,1
22402569,1
22402570,1
22402571,1
22402572,1
22402573,2
22402574,4
22402575,1
22402576,1
22402577,1
22402578,1
22402579,2
22402580,1
22402581,1
22402582,2
22402583,1
22402584,1
22402585,6
22402586,5
22402587,1
22402588,1
22402589,2
22402590,1
22402591,1
22402592,1
22402593,1
22402594,1
22402595,1
22402596,1
22402597,1
22402598,1
22402599,1
22402600,1
22402601,1
22402602,1
22402603,3
22402604,2
22402605,1
22402606,1
22402607,1
22402608,1
22402609,2
22402610,1
22402611,2
22402612,4
22402613,1
22402614,1
22402615,1
22402616,1
22402617,2
22402618,1
22402619,1
22402620,1
22402621,1
22402622,1
22402623,1
22402624,5
22402625,1
22402626,5
22402627,1
22402628,1
22402629,1
22402630,1
22402631,1
22402632,1
22402633,2
22402634,1
22402635,1
22402636,1
22402637,2
22402638,1
22402639,1
22402640,1
22402641,1
22402642,2
22402643,2
22402644,1
22402645,1
22402646,1
22402647,1
22402648,1
22402649,3
22402650,1
22402651,2
22402652,1
22402653,1
22402654,1
22402655,1
22402656,6
22402657,27
22402658,16
22402659,1
22402660,3
22402661,1
22402662,8
22402663,40
22402664,7
22402665,1
22402666,5
22402667,3
22402668,3
22402669,2
22402670,12
22402671,14
22402672,5
22402673,5
22402674,1
22402675,1
22402676,1
22402677,4
22402678,1
22402679,2
22402680,4
22402681,2
22402682,1
22402683,1
22402684,1
22402685,1
22402686,1
22402687,1
22402688,1
22402689,1
22402690,16
22402691,3
22402692,1
22402693,2
22402694,2
22402695,3
22402696,1
22402697,1
22402698,1
22402699,1
22402700,2
22402701,1
22402702,1
22402703,3
22402704,2
22402705,1
22402706,1
22402707,1
22402708,1
22402709,1
22402710,2
22402711,1
22402712,1
22402714,2
22402715,2
22402716,1
22402717,1
22402718,1
22402719,2
22402720,2
22402721,1
22402722,4
22402723,2
22402724,1
22402725,2
22402726,1
22402727,1
22402728,1
22402729,2
22402731,6
22402732,1
22402733,2
22402734,2
22402735,2
22402736,1
22402737,23
22402738,19
22402739,69
22402740,20
22402741,16
22402742,26
22402743,2
22402744,3
22402745,1
22402746,5
22402747,2
22402748,19
22402749,22
22402750,7
22402751,2
22402752,7
22402753,30
22402754,2
22402755,2
22402756,2
22402757,3
22402758,2
22402759,2
22402760,2
22402761,2
22402762,2
22402763,1
22402764,2
22402765,2
22402766,2
22402767,2
22402768,2
22402769,2
22402770,2
22402771,1
22402772,2
22402773,2
22402774,2
22402775,2
22402776,1
22402777,2
22402778,2
22402779,1
22402780,2
22402781,2
22402782,2
22402783,2
22402784,2
22402785,2
22402786,2
22402787,2
22402788,2
22402789,2
22402790,2
22402791,2
22402792,1
22402793,1
22402794,1
22402795,1
22402796,2
22402797,2
22402798,2
22402799,2
22402800,2
22402801,1
22402802,1
22402803,2
22402804,2
22402805,1
22402806,2
22402807,1
22402808,2
22402809,2
22402810,1
22402811,2
22402812,2
22402813,2
22402814,2
22402815,2
22402816,2
22402817,2
22402818,2
22402819,1
22402820,2
22402821,2
22402822,2
22402823,2
22402824,2
22402825,1
22402826,1
22402827,2
22402828,1
22402829,2
22402830,2
22402831,2
22402832,2
22402833,1
22402834,2
22402835,2
22402836,1
22402837,2
22402838,1
22402839,2
22402840,1
